table_name,json_line
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46907"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_c22afb4d4554"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00033"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46908"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_96a46ba1d7f2"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00097"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46909"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_addc2ca2c535"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00024"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46910"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_a94d7ef21dc6"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00115"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46911"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_863b08279947"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00005"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46912"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_0179bc15b58c"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00011"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46913"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_30f44a368fca"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00140"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46914"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_a8a47e7cc448"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00094"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46915"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_1478ba6be1b2"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00040"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46916"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_45d7a6a5d575"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00032"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46917"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_fd8837444c9b"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00031"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46918"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_43d3a5b59618"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00003"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46919"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_11cbf1ed5320"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00012"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46920"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_efd35f1f8852"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00060"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46921"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_94a78c80a3d0"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00004"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46922"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_b1c4a958dd3e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00083"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46923"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_16ed850f1388"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00145"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46924"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_c446733727eb"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00046"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46925"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_ecdcfce481bc"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00009"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46926"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_38d99c5eb0f2"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00147"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46927"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_561fbc767ffd"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00055"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46928"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_1433860137d5"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00123"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46929"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_8a481b967672"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00090"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46930"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_441b34372910"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00149"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46931"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_5a4a5f9d8673"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00096"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46932"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_5661eefe5d62"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00105"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46933"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_fc6904e66a23"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00052"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46934"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_061db42227c6"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00034"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46935"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": true, ""is_current"": true, ""memory_id"": ""INV_ceb471aa0497"", ""priority"": ""Medium"", ""recommended_action"": ""Reorder"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00042"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46936"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_279c7d8fab00"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00130"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46937"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_d40e61f497f8"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00079"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46938"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_4d42399795ac"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00001"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46939"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_bd26268742b1"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00113"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46940"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_7fbae3e9d456"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00038"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46941"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_68a7a2e03121"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00017"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46942"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_6cffd5ab96cf"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00039"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46943"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_ad050f2d629d"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00002"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46944"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_82e00d322a9c"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00050"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46945"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_6af9fdec7264"", ""priority"": ""Low"", ""recommended_action"": ""Reduce / Review"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00078"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46946"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_3b6c61d3276e"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00010"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
schema_agent_memory_inventory_actions,"{""action_id"": ""INV_ACTION_46947"", ""auto_execute_allowed"": false, ""claim_boundary"": ""Inventory memory is advisory and requires human review when flagged; no automatic execution."", ""entity_type"": ""InventoryAction"", ""evidence_id"": ""evidence_inventory_recommendations"", ""human_review_required"": false, ""is_current"": true, ""memory_id"": ""INV_19f82ce0af42"", ""priority"": ""Normal"", ""recommended_action"": ""Maintain"", ""run_id"": ""RUN_20260526T152031+0000"", ""sku_id"": ""SKU00111"", ""source_type"": ""synthetic"", ""store_id"": ""ST002"", ""superseded_by"": null, ""valid_from_utc"": ""2026-05-26T15:20:31+00:00"", ""valid_to_utc"": null}"
