memory_id,entity_type,run_id,action_id,store_id,sku_id,recommended_action,priority,human_review_required,auto_execute_allowed,source_type,evidence_id,valid_from_utc,valid_to_utc,superseded_by,is_current,claim_boundary
INV_e2a3ee1afb8a,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46800,ST001,SKU00136,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0ce06f42d441,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46901,ST002,SKU00063,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c69fe19cbbbd,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46902,ST002,SKU00128,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_12d0e002f1ab,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46903,ST002,SKU00008,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b500f2d17645,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46904,ST002,SKU00121,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d90fb86551d1,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46905,ST002,SKU00037,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_96c05f72c031,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46906,ST002,SKU00107,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c22afb4d4554,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46907,ST002,SKU00033,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_96a46ba1d7f2,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46908,ST002,SKU00097,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_addc2ca2c535,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46909,ST002,SKU00024,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a94d7ef21dc6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46910,ST002,SKU00115,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_863b08279947,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46911,ST002,SKU00005,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0179bc15b58c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46912,ST002,SKU00011,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_30f44a368fca,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46913,ST002,SKU00140,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a8a47e7cc448,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46914,ST002,SKU00094,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1478ba6be1b2,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46915,ST002,SKU00040,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_45d7a6a5d575,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46916,ST002,SKU00032,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_fd8837444c9b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46917,ST002,SKU00031,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_43d3a5b59618,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46918,ST002,SKU00003,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_11cbf1ed5320,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46919,ST002,SKU00012,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_efd35f1f8852,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46920,ST002,SKU00060,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_94a78c80a3d0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46921,ST002,SKU00004,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b1c4a958dd3e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46922,ST002,SKU00083,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_16ed850f1388,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46923,ST002,SKU00145,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c446733727eb,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46924,ST002,SKU00046,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ecdcfce481bc,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46925,ST002,SKU00009,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_38d99c5eb0f2,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46926,ST002,SKU00147,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_561fbc767ffd,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46927,ST002,SKU00055,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1433860137d5,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46928,ST002,SKU00123,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_8a481b967672,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46929,ST002,SKU00090,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_441b34372910,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46930,ST002,SKU00149,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5a4a5f9d8673,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46931,ST002,SKU00096,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5661eefe5d62,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46932,ST002,SKU00105,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_fc6904e66a23,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46933,ST002,SKU00052,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_061db42227c6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46934,ST002,SKU00034,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ceb471aa0497,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46935,ST002,SKU00042,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_279c7d8fab00,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46936,ST002,SKU00130,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d40e61f497f8,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46937,ST002,SKU00079,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4d42399795ac,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46938,ST002,SKU00001,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_bd26268742b1,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46939,ST002,SKU00113,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_7fbae3e9d456,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46940,ST002,SKU00038,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_68a7a2e03121,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46941,ST002,SKU00017,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_6cffd5ab96cf,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46942,ST002,SKU00039,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ad050f2d629d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46943,ST002,SKU00002,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_82e00d322a9c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46944,ST002,SKU00050,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_6af9fdec7264,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46945,ST002,SKU00078,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_3b6c61d3276e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46946,ST002,SKU00010,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_19f82ce0af42,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46947,ST002,SKU00111,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_79c13fa37885,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46948,ST002,SKU00082,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4f286390e4d6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46949,ST002,SKU00030,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_5f7f00935db6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46950,ST003,SKU00045,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_52081a68d3b0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46951,ST003,SKU00148,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_e1e724ccd7af,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46952,ST003,SKU00139,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f39647938dfc,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46953,ST003,SKU00032,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_e78bface9e39,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46954,ST003,SKU00003,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_4ca2d1c32b14,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46955,ST003,SKU00033,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_3d390426969e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46956,ST003,SKU00052,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f696501a4924,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46957,ST003,SKU00048,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_9f96439a878d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46958,ST003,SKU00088,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d8425433ff23,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46959,ST003,SKU00147,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_67f66bb3a90c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46960,ST003,SKU00108,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_7877bf51d399,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46961,ST003,SKU00030,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_060275945854,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46962,ST003,SKU00076,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d96665c3d4e0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46963,ST003,SKU00049,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b00d5e1d52a0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46964,ST003,SKU00042,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b25d1d5139c0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46965,ST003,SKU00020,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_8f1513cdbb60,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46966,ST003,SKU00054,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_229abfb47230,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46967,ST003,SKU00034,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_71e6952ced63,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46968,ST003,SKU00002,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_07cda49893c5,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46969,ST003,SKU00079,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b020bff76a69,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46970,ST003,SKU00149,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_42f9993c7560,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46971,ST003,SKU00069,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_9570dead82af,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46972,ST003,SKU00129,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_61853573962f,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46973,ST003,SKU00015,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_148722b558cb,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46974,ST003,SKU00091,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1e5b660d08d9,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46975,ST003,SKU00011,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_7138692bc71f,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46976,ST003,SKU00126,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0ce0bb6b675d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46977,ST003,SKU00145,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a9658ed8aa9c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46978,ST003,SKU00012,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_17fa6556a0cf,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46979,ST003,SKU00022,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_42c9277c14c4,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46980,ST003,SKU00092,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0b026f4c4138,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46981,ST003,SKU00050,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_491715dd7385,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46982,ST003,SKU00128,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a2b66df22a32,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46983,ST003,SKU00001,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0e47c9a42f83,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46984,ST003,SKU00058,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_ad7c1001ae47,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46985,ST003,SKU00105,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_6d417ea51c00,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46986,ST003,SKU00072,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f8623fe7503b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46987,ST003,SKU00016,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_1206acff45f7,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46988,ST003,SKU00013,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_d451f76f256c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46989,ST003,SKU00099,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_12084c87068b,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46990,ST003,SKU00070,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_dbf2c8f415e3,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46991,ST003,SKU00067,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_a1aa009b7f88,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46992,ST003,SKU00112,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_2832caa2e8e6,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46993,ST003,SKU00071,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_f8857f56802e,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46994,ST003,SKU00107,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_84751ba327af,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46995,ST003,SKU00027,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_92efe7f98f7c,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46996,ST003,SKU00044,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_cf1d56661b2d,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46997,ST003,SKU00031,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_dfa7e2ced6f4,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46998,ST003,SKU00078,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_0211c86e6418,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_46999,ST003,SKU00122,Reorder,Medium,True,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_b352ad0ed0c0,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_47000,ST003,SKU00125,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_de1ac901ba07,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_47001,ST003,SKU00083,Reduce / Review,Low,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
INV_c0cb634fa299,InventoryAction,RUN_20260526T152031+0000,INV_ACTION_47002,ST003,SKU00061,Maintain,Normal,False,False,synthetic,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,,,True,Inventory memory is advisory and requires human review when flagged; no automatic execution.
