date,store_id,region,sku_id,product_name,department,category,brand,stock_on_hand,stock_on_order,reorder_point,days_of_supply_est,recommended_action,priority,human_review_required,source_type,claim_boundary
2026-05-25,ST002,Prairie,SKU00078,Dairy Product 00078,Grocery,Dairy,Brand_06,10,2,5,46.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST002,Prairie,SKU00010,Skin Care Product 00010,Health_Beauty,Skin Care,Brand_02,16,2,7,44.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST002,Prairie,SKU00111,Paper Goods Product 00111,Household,Paper Goods,Brand_15,26,5,11,40.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST002,Prairie,SKU00082,Laundry Product 00082,Household,Laundry,Brand_16,24,14,12,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST002,Prairie,SKU00030,Garden Product 00030,Seasonal,Garden,Brand_22,19,10,9,44.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00045,Garden Product 00045,Seasonal,Garden,Brand_11,6,2,5,18.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00148,Outdoor Product 00148,Seasonal,Outdoor,Brand_27,2,7,6,3.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00139,Pantry Product 00139,Grocery,Pantry,Brand_22,39,23,21,33.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00032,Snacks Product 00032,Grocery,Snacks,Brand_12,46,5,15,49.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00003,Dairy Product 00003,Grocery,Dairy,Brand_09,7,2,3,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00033,Dairy Product 00033,Grocery,Dairy,Brand_10,18,3,7,31.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00052,Laundry Product 00052,Household,Laundry,Brand_22,3,1,3,21.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00048,Dairy Product 00048,Grocery,Dairy,Brand_10,39,6,14,47.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00088,Outdoor Product 00088,Seasonal,Outdoor,Brand_11,2,5,7,5.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00147,Small Devices Product 00147,Electronics,Small Devices,Brand_26,39,9,13,34.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00108,Dairy Product 00108,Grocery,Dairy,Brand_01,21,7,9,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00030,Garden Product 00030,Seasonal,Garden,Brand_22,16,3,10,34.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00076,Beverages Product 00076,Grocery,Beverages,Brand_02,3,5,5,8.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00049,Pantry Product 00049,Grocery,Pantry,Brand_02,15,3,6,26.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00042,Small Devices Product 00042,Electronics,Small Devices,Brand_23,33,10,29,21.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00020,Cleaning Product 00020,Household,Cleaning,Brand_16,9,7,7,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00054,Oral Care Product 00054,Health_Beauty,Oral Care,Brand_22,9,2,4,25.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00034,Pantry Product 00034,Grocery,Pantry,Brand_13,36,5,21,33.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00002,Snacks Product 00002,Grocery,Snacks,Brand_09,9,13,19,5.6,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00079,Pantry Product 00079,Grocery,Pantry,Brand_23,22,9,12,35.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00149,Holiday Product 00149,Seasonal,Holiday,Brand_24,9,1,4,50.4,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00069,Oral Care Product 00069,Health_Beauty,Oral Care,Brand_08,5,10,15,6.4,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00129,Oral Care Product 00129,Health_Beauty,Oral Care,Brand_21,4,3,3,40.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00015,Garden Product 00015,Seasonal,Garden,Brand_22,6,5,5,21.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00091,Beverages Product 00091,Grocery,Beverages,Brand_18,58,0,17,40.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00011,Accessories Product 00011,Electronics,Accessories,Brand_05,12,3,4,67.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00126,Paper Goods Product 00126,Household,Paper Goods,Brand_16,7,6,7,10.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00145,Skin Care Product 00145,Health_Beauty,Skin Care,Brand_07,7,3,3,24.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00012,Small Devices Product 00012,Electronics,Small Devices,Brand_15,1,2,3,9.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00022,Laundry Product 00022,Household,Laundry,Brand_13,9,1,3,90.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00092,Snacks Product 00092,Grocery,Snacks,Brand_01,6,1,3,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00050,Cleaning Product 00050,Household,Cleaning,Brand_03,30,3,12,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00128,Personal Care Product 00128,Health_Beauty,Personal Care,Brand_08,34,8,13,45.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00001,Beverages Product 00001,Grocery,Beverages,Brand_12,38,10,11,40.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00058,Outdoor Product 00058,Seasonal,Outdoor,Brand_18,42,13,16,34.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00105,Garden Product 00105,Seasonal,Garden,Brand_13,6,0,5,24.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00072,Small Devices Product 00072,Electronics,Small Devices,Brand_20,44,6,13,61.6,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00016,Beverages Product 00016,Grocery,Beverages,Brand_07,4,2,3,40.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00013,Outdoor Product 00013,Seasonal,Outdoor,Brand_19,18,9,10,31.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00099,Oral Care Product 00099,Health_Beauty,Oral Care,Brand_03,9,3,3,63.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00070,Skin Care Product 00070,Health_Beauty,Skin Care,Brand_05,43,12,17,63.4,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00067,Laundry Product 00067,Household,Laundry,Brand_19,34,13,12,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00112,Laundry Product 00112,Household,Laundry,Brand_18,4,4,5,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00071,Accessories Product 00071,Electronics,Accessories,Brand_15,3,3,3,21.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00107,Snacks Product 00107,Grocery,Snacks,Brand_03,7,1,5,15.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00027,Small Devices Product 00027,Electronics,Small Devices,Brand_10,8,9,9,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00044,Holiday Product 00044,Seasonal,Holiday,Brand_26,41,5,18,30.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00031,Beverages Product 00031,Grocery,Beverages,Brand_09,31,3,13,43.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00078,Dairy Product 00078,Grocery,Dairy,Brand_06,24,1,7,74.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00122,Snacks Product 00122,Grocery,Snacks,Brand_03,4,22,19,3.8,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00125,Cleaning Product 00125,Household,Cleaning,Brand_22,15,4,5,38.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00083,Personal Care Product 00083,Health_Beauty,Personal Care,Brand_06,7,3,3,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00061,Beverages Product 00061,Grocery,Beverages,Brand_10,43,15,16,34.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00051,Paper Goods Product 00051,Household,Paper Goods,Brand_06,9,3,3,63.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00142,Laundry Product 00142,Household,Laundry,Brand_09,3,6,13,4.9,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00146,Accessories Product 00146,Electronics,Accessories,Brand_19,10,3,3,93.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00008,Personal Care Product 00008,Health_Beauty,Personal Care,Brand_02,52,14,21,35.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00056,Accessories Product 00056,Electronics,Accessories,Brand_24,4,8,14,5.1,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00025,Skin Care Product 00025,Health_Beauty,Skin Care,Brand_21,2,2,3,14.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00116,Accessories Product 00116,Electronics,Accessories,Brand_19,8,2,3,74.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00007,Laundry Product 00007,Household,Laundry,Brand_16,2,3,3,6.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00115,Skin Care Product 00115,Health_Beauty,Skin Care,Brand_17,24,1,7,39.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00081,Paper Goods Product 00081,Household,Paper Goods,Brand_10,10,1,3,70.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00026,Accessories Product 00026,Electronics,Accessories,Brand_16,53,6,17,39.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00101,Accessories Product 00101,Electronics,Accessories,Brand_14,9,1,3,84.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00005,Cleaning Product 00005,Household,Cleaning,Brand_06,23,0,9,37.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00132,Small Devices Product 00132,Electronics,Small Devices,Brand_24,14,5,5,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00017,Snacks Product 00017,Grocery,Snacks,Brand_08,5,1,5,15.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00085,Skin Care Product 00085,Health_Beauty,Skin Care,Brand_21,13,0,4,60.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00014,Holiday Product 00014,Seasonal,Holiday,Brand_06,3,5,5,6.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00063,Dairy Product 00063,Grocery,Dairy,Brand_26,38,10,13,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00018,Dairy Product 00018,Grocery,Dairy,Brand_25,20,5,9,43.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00090,Garden Product 00090,Seasonal,Garden,Brand_27,23,6,7,53.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00075,Garden Product 00075,Seasonal,Garden,Brand_14,11,7,13,20.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST003,Ontario,SKU00118,Outdoor Product 00118,Seasonal,Outdoor,Brand_03,79,37,41,29.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00132,Small Devices Product 00132,Electronics,Small Devices,Brand_24,33,11,11,57.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00060,Garden Product 00060,Seasonal,Garden,Brand_05,26,16,14,42.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00020,Cleaning Product 00020,Household,Cleaning,Brand_16,44,16,20,23.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00095,Cleaning Product 00095,Household,Cleaning,Brand_04,51,46,40,23.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00104,Holiday Product 00104,Seasonal,Holiday,Brand_08,19,1,8,40.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00034,Pantry Product 00034,Grocery,Pantry,Brand_13,202,4,75,63.6,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00141,Paper Goods Product 00141,Household,Paper Goods,Brand_08,10,2,3,40.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00109,Pantry Product 00109,Grocery,Pantry,Brand_03,14,6,19,13.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00120,Garden Product 00120,Seasonal,Garden,Brand_08,112,78,84,26.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00138,Dairy Product 00138,Grocery,Dairy,Brand_09,202,32,89,52.9,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00050,Cleaning Product 00050,Household,Cleaning,Brand_03,3,2,6,9.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00139,Pantry Product 00139,Grocery,Pantry,Brand_22,45,27,44,17.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00091,Beverages Product 00091,Grocery,Beverages,Brand_18,93,37,40,28.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00063,Dairy Product 00063,Grocery,Dairy,Brand_26,48,7,19,43.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00019,Pantry Product 00019,Grocery,Pantry,Brand_01,7,13,34,4.5,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00119,Holiday Product 00119,Seasonal,Holiday,Brand_15,5,2,7,12.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00102,Small Devices Product 00102,Electronics,Small Devices,Brand_13,15,0,26,10.5,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00084,Oral Care Product 00084,Health_Beauty,Oral Care,Brand_02,15,6,6,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00031,Beverages Product 00031,Grocery,Beverages,Brand_09,41,31,30,24.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00010,Skin Care Product 00010,Health_Beauty,Skin Care,Brand_02,90,10,27,70.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00121,Beverages Product 00121,Grocery,Beverages,Brand_05,3,16,14,4.2,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00067,Laundry Product 00067,Household,Laundry,Brand_19,19,9,11,29.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00080,Cleaning Product 00080,Household,Cleaning,Brand_11,19,12,23,14.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00135,Garden Product 00135,Seasonal,Garden,Brand_04,12,3,7,30.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00005,Cleaning Product 00005,Household,Cleaning,Brand_06,54,7,17,31.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00041,Accessories Product 00041,Electronics,Accessories,Brand_01,14,0,4,49.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00016,Beverages Product 00016,Grocery,Beverages,Brand_07,2,6,5,5.1,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00021,Paper Goods Product 00021,Household,Paper Goods,Brand_13,144,9,47,49.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00113,Personal Care Product 00113,Health_Beauty,Personal Care,Brand_06,21,6,7,42.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00093,Dairy Product 00093,Grocery,Dairy,Brand_17,8,11,10,12.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00117,Small Devices Product 00117,Electronics,Small Devices,Brand_23,10,2,3,93.3,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00022,Laundry Product 00022,Household,Laundry,Brand_13,7,3,3,39.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00108,Dairy Product 00108,Grocery,Dairy,Brand_01,204,42,62,75.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00056,Accessories Product 00056,Electronics,Accessories,Brand_24,6,15,15,6.7,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00116,Accessories Product 00116,Electronics,Accessories,Brand_19,13,3,4,45.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00076,Beverages Product 00076,Grocery,Beverages,Brand_02,12,0,10,12.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00110,Cleaning Product 00110,Household,Cleaning,Brand_08,11,8,11,16.2,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00054,Oral Care Product 00054,Health_Beauty,Oral Care,Brand_22,22,7,11,22.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00137,Snacks Product 00137,Grocery,Snacks,Brand_08,11,1,4,44.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00001,Beverages Product 00001,Grocery,Beverages,Brand_12,61,16,21,28.5,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00069,Oral Care Product 00069,Health_Beauty,Oral Care,Brand_08,23,16,14,33.9,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00017,Snacks Product 00017,Grocery,Snacks,Brand_08,1,3,7,2.3,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00085,Skin Care Product 00085,Health_Beauty,Skin Care,Brand_21,15,2,6,52.5,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00129,Oral Care Product 00129,Health_Beauty,Oral Care,Brand_21,8,3,3,44.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00083,Personal Care Product 00083,Health_Beauty,Personal Care,Brand_06,18,2,6,45.8,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00131,Accessories Product 00131,Electronics,Accessories,Brand_05,20,7,10,17.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00144,Oral Care Product 00144,Health_Beauty,Oral Care,Brand_09,60,8,20,70.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00118,Outdoor Product 00118,Seasonal,Outdoor,Brand_03,108,24,35,37.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00089,Holiday Product 00089,Seasonal,Holiday,Brand_10,33,12,12,30.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00011,Accessories Product 00011,Electronics,Accessories,Brand_05,36,7,19,33.6,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00071,Accessories Product 00071,Electronics,Accessories,Brand_15,8,2,3,37.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00082,Laundry Product 00082,Household,Laundry,Brand_16,22,12,17,22.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00088,Outdoor Product 00088,Seasonal,Outdoor,Brand_11,10,8,19,8.2,Reorder,Medium,1,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00097,Laundry Product 00097,Household,Laundry,Brand_15,15,9,12,20.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00040,Skin Care Product 00040,Health_Beauty,Skin Care,Brand_13,51,16,18,40.8,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00042,Small Devices Product 00042,Electronics,Small Devices,Brand_23,114,5,48,49.1,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00009,Oral Care Product 00009,Health_Beauty,Oral Care,Brand_09,55,15,18,46.7,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00124,Pantry Product 00124,Grocery,Pantry,Brand_17,21,13,13,32.7,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00133,Outdoor Product 00133,Seasonal,Outdoor,Brand_20,112,39,36,68.2,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00114,Oral Care Product 00114,Health_Beauty,Oral Care,Brand_22,20,5,7,56.0,Reduce / Review,Low,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00037,Laundry Product 00037,Household,Laundry,Brand_06,15,9,8,23.3,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00100,Skin Care Product 00100,Health_Beauty,Skin Care,Brand_23,20,2,8,35.0,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
2026-05-25,ST004,Quebec,SKU00150,Garden Product 00150,Seasonal,Garden,Brand_19,4,3,5,12.4,Maintain,Normal,0,synthetic,Recommendation requires real constraints and human approval before operational use.
