edge_id,source_memory_id,source_entity_type,edge_type,target_memory_id,target_entity_type,evidence_id,valid_from_utc,claim_boundary
EDGE_1017980b5c98,INV_f7e8e5c25cb8,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_596aaf06f6a1,INV_a3dda809a668,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_a198ea54a83a,INV_9a9584378338,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_602ce7fa5a8b,INV_9a9584378338,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_98be7f64af3a,INV_d96081621bcf,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_07cc1f210fbc,INV_0ce06f42d441,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_5abdf0d31a2f,INV_c69fe19cbbbd,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_76b7a7a70de0,INV_12d0e002f1ab,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_defd59d9fc1f,INV_b500f2d17645,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3e21c7adf065,INV_b500f2d17645,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_34572e7181b1,INV_d90fb86551d1,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ae191e862c64,INV_96c05f72c031,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e1efe8836457,INV_c22afb4d4554,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3785a5922fc9,INV_96a46ba1d7f2,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_af304ab62f21,INV_addc2ca2c535,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ab21412e08ed,INV_a94d7ef21dc6,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_4420857410ca,INV_863b08279947,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_58764734f88a,INV_0179bc15b58c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c93f81312868,INV_30f44a368fca,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_55d3ff1a36e2,INV_30f44a368fca,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_ddf3ddffd9a7,INV_a8a47e7cc448,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_0673db262ee1,INV_1478ba6be1b2,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c9d98f859bce,INV_45d7a6a5d575,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_be5418ccc6ba,INV_fd8837444c9b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_7acc679d2bad,INV_fd8837444c9b,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_2bc3976286bf,INV_43d3a5b59618,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_07090e53d7f7,INV_11cbf1ed5320,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_6d5141d36552,INV_efd35f1f8852,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2faf0e47cb04,INV_94a78c80a3d0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_31fe2c4d9f33,INV_b1c4a958dd3e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_557d992c6670,INV_16ed850f1388,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8625d3b23ab0,INV_c446733727eb,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e3d3d5fa7045,INV_ecdcfce481bc,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_d2070ead152b,INV_38d99c5eb0f2,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ea5d449def2a,INV_561fbc767ffd,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ae14400c2890,INV_1433860137d5,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_a1c546aaaa10,INV_8a481b967672,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_36ce5df65934,INV_441b34372910,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_08c9c6ef0c89,INV_5a4a5f9d8673,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_6439a7bc7d6e,INV_5661eefe5d62,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_5ed82783812b,INV_fc6904e66a23,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b7b844db2c4b,INV_061db42227c6,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c369eba4a6ce,INV_ceb471aa0497,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_acfe01a1bcf8,INV_ceb471aa0497,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_e16218cf2dc2,INV_279c7d8fab00,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_38698256edb1,INV_d40e61f497f8,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_f93692bba78d,INV_4d42399795ac,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2c7693fa9b97,INV_bd26268742b1,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_29d8b3308645,INV_7fbae3e9d456,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_1c58160908f0,INV_68a7a2e03121,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8fd734dd96e0,INV_6cffd5ab96cf,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8069c5980865,INV_ad050f2d629d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_69a41bdfc17c,INV_82e00d322a9c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_81e2926dfc70,INV_6af9fdec7264,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2b5221c4db33,INV_3b6c61d3276e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_d5ea01dac832,INV_19f82ce0af42,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_f59d2409de77,INV_79c13fa37885,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c9ab9407a964,INV_4f286390e4d6,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_d1c3280b578f,INV_5f7f00935db6,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_9b984a2d160c,INV_52081a68d3b0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_fe5ee9250031,INV_e1e724ccd7af,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_10dfb943798a,INV_f39647938dfc,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_565dbddd743e,INV_e78bface9e39,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_06339e9a8322,INV_4ca2d1c32b14,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3d37383913f1,INV_3d390426969e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2a4489e42843,INV_f696501a4924,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_4b4e3da6fa0d,INV_9f96439a878d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_0097ee24a7d8,INV_d8425433ff23,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_38734acd2ad5,INV_67f66bb3a90c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8a7ee5823f94,INV_7877bf51d399,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_7c0e642e75c4,INV_060275945854,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3bfa675934c9,INV_d96665c3d4e0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_cff147a0f95b,INV_b00d5e1d52a0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_9e95f7da8659,INV_b25d1d5139c0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_cc366f5a63be,INV_8f1513cdbb60,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c3ea51b89e05,INV_229abfb47230,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b6d5dbd9d12f,INV_71e6952ced63,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_da00823b76f7,INV_71e6952ced63,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_884c54e95f46,INV_07cda49893c5,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_5197f2a83ab5,INV_b020bff76a69,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_d21639d2eb47,INV_42f9993c7560,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_700f5820998d,INV_42f9993c7560,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_58a602029205,INV_9570dead82af,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c68629a9f5f2,INV_61853573962f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b4c32d4fdf76,INV_148722b558cb,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_98bbef3c1f25,INV_1e5b660d08d9,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_443fbf6b027a,INV_7138692bc71f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2a4f32159148,INV_0ce0bb6b675d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_ee140510982d,INV_a9658ed8aa9c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_19fa8ff545cc,INV_17fa6556a0cf,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c96e5f607155,INV_42c9277c14c4,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8a0e72950b42,INV_0b026f4c4138,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b602ee1f4520,INV_491715dd7385,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_8892f617f147,INV_a2b66df22a32,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_bdfade182db5,INV_0e47c9a42f83,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_7534bc467c2d,INV_ad7c1001ae47,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_6135535d80c8,INV_6d417ea51c00,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_191cb664dc21,INV_f8623fe7503b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b460fddc4772,INV_1206acff45f7,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_79faf40c2961,INV_d451f76f256c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_d4167bad15ab,INV_12084c87068b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_3f2118325046,INV_dbf2c8f415e3,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c2f360f53f14,INV_a1aa009b7f88,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_2db92d052915,INV_2832caa2e8e6,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_4e5ddd59c867,INV_f8857f56802e,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_263c9f4f5a23,INV_84751ba327af,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_9d0bd8a6e3ee,INV_92efe7f98f7c,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_e30484a18faa,INV_cf1d56661b2d,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_1c523ba77b3d,INV_dfa7e2ced6f4,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_627139726a47,INV_0211c86e6418,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b78c74a77ad7,INV_0211c86e6418,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_f51c110d880e,INV_b352ad0ed0c0,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_71671391e03b,INV_de1ac901ba07,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_c01c38f51324,INV_c0cb634fa299,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_4f116b86612a,INV_4e00951fbc5f,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_316446400e12,INV_02e9d32b6b61,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_b813db7adf4b,INV_02e9d32b6b61,InventoryAction,REQUIRES_REVIEW,human_approval_required,GovernanceRule,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Review edge prevents auto-execution from advisory memory.
EDGE_de173f2f8620,INV_62358c2cafdb,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_83d3ec7488ac,INV_bae69742962a,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
EDGE_50ec05e116f2,INV_83c7a304c26b,InventoryAction,SUPPORTED_BY,evidence_inventory_recommendations,EvidenceRef,evidence_inventory_recommendations,2026-05-26T15:20:31+00:00,Edge links inventory recommendation to inventory evidence only.
